Unit_Cell_Volume_A3,Test_Temperature_K,Initial_Hydrogen_Pressure_MPa,Hydrogen_Absorption_Cycles,Lattice_Constant_A,Element_at_pct_Al,Element_at_pct_Ce,Element_at_pct_Co,Element_at_pct_Cr,Element_at_pct_Fe,Element_at_pct_H,Element_at_pct_Mn,Element_at_pct_Nb,Element_at_pct_Ni,Element_at_pct_T,Element_at_pct_Ti,Element_at_pct_V,Element_at_pct_Y,Element_at_pct_Zr,Additive_Al,Additive_Ce,Additive_H,Additive_Ni,Additive_Ti,Additive_Zr,Second_Phase_Al,Second_Phase_C14_Laves,Second_Phase_C15,Second_Phase_C15_Laves,Second_Phase_Ce,Second_Phase_CeO2,Second_Phase_LiAlH4,Second_Phase_Li3AlH6,Second_Phase_TiNi,Second_Phase_Ti2AlC,Max_H2_Uptake_wt_pct
30.2,298,1.5,1,3.115,0.0,0.0,0.0,12.5,0.0,0.0,0.0,29.17,0.0,0.0,29.17,29.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06
26.94,423,3.0,1,2.9976,0.0,0.0,0.0,0.0,27.9,0.0,7.97,0.0,16.29,0.0,43.05,0.0,0.8,3.99,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.645
26.94,303,1.5,2,2.9976,0.0,0.0,0.0,0.0,27.9,0.0,7.97,0.0,16.29,0.0,43.05,0.0,0.8,3.99,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.533
28.0,273,8.0,1,3.034,0.0,0.0,0.0,12.11,2.0,0.0,0.0,0.0,0.0,0.0,10.89,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9
28.0,273,8.0,1,3.0305,1.0,0.0,0.0,11.99,1.98,0.0,0.0,0.0,0.0,0.0,10.78,74.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82
28.0,273,8.0,1,3.0311,2.0,0.0,0.0,11.87,1.96,0.0,0.0,0.0,0.0,0.0,10.67,73.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74
28.1,273,8.0,1,3.0325,3.0,0.0,0.0,11.63,1.92,0.0,0.0,0.0,0.0,0.96,10.46,72.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52
28.1,273,8.0,1,3.0338,5.0,0.0,0.0,11.5,1.9,0.0,0.0,0.0,0.0,0.0,10.35,71.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36
28.0,273,8.0,1,3.0306,0.0,0.0,0.0,12.11,2.0,0.0,0.0,0.0,0.0,0.0,10.89,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7
27.8,273,8.0,1,3.0226,0.0,0.0,0.0,12.11,2.0,0.0,0.0,0.0,0.0,0.0,10.89,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03
28.0,273,8.0,1,3.0302,0.0,2.0,0.0,11.87,1.96,0.0,0.0,0.0,0.0,0.0,10.67,73.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73
28.1,273,8.0,1,3.0331,0.0,3.0,0.0,11.75,1.94,0.0,0.0,0.0,0.0,0.0,10.56,72.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57
28.0,298,8.0,1,3.03,0.0,2.0,0.0,11.87,1.96,0.0,0.0,0.0,0.0,0.0,10.67,73.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73
26.7,273,8.0,1,2.9873,0.0,3.0,0.0,11.75,1.94,0.0,0.0,0.0,0.0,0.0,10.56,72.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28
