Unit_Cell_Volume_Å3,Test_Temperature_K,Initial_Hydrogen_Pressure_MPa,Hydrogen_Absorption_Cycles,Element_at_pct_Ti,Element_at_pct_V,Element_at_pct_Mn,Element_at_pct_Ce,Element_at_pct_Zr,Element_at_pct_Cr,Element_at_pct_Fe,Element_at_pct_Nb,Element_at_pct_Cu,Element_at_pct_Al,Element_at_pct_Y,Element_at_pct_A,Element_at_pct_B,Element_at_pct_Ni,Element_at_pct_Mo,Additive_Cu,Additive_Fe,Additive_Mo,Additive_Ni,Additive_V,Additive_Zr,Second_Phase_Ti4Mn2O,Second_Phase_CeO2,Second_Phase_TiCu,Second_Phase_Y2O3,Second_Phase_BCC,Lattice_Parameter_a_Å,Lattice_Parameter_c_Å,Max_H2_Uptake_wt_pct
173.31,298,3.0,2,20.58823529411764,6.666666666666667,0.0,0.0,20.58823529411764,0.0,29.01960784313726,0.0,0.0,0.0,0.0,0.0,0.0,23.13725490196078,0.0,0,0,0,0,0,0,0,0,0,0,1,4.974,8.088,1.54
175.18,298,3.0,1,20.38834951456311,13.00970873786408,0.0,0.0,20.38834951456311,0.0,16.89320388349514,0.0,0.0,0.0,0.0,0.0,0.0,29.32038834951457,0.0,0,0,0,0,0,0,0,0,0,0,1,4.989,8.126,1.64
175.18,298,3.0,2,20.38834951456311,13.00970873786408,0.0,0.0,20.38834951456311,0.0,16.89320388349514,0.0,0.0,0.0,0.0,0.0,0.0,29.32038834951457,0.0,0,0,0,0,0,0,0,0,0,0,1,4.989,8.126,1.61
177.06,298,3.0,1,20.19230769230769,17.30769230769231,0.0,0.0,20.19230769230769,0.0,4.134615384615384,0.0,0.0,0.0,0.0,0.0,0.0,38.17307692307693,0.0,0,0,0,0,0,0,0,0,0,0,1,5.005,8.16,1.66
177.06,298,3.0,2,20.19230769230769,17.30769230769231,0.0,0.0,20.19230769230769,0.0,4.134615384615384,0.0,0.0,0.0,0.0,0.0,0.0,38.17307692307693,0.0,0,0,0,0,0,0,0,0,0,0,1,5.005,8.16,1.69
171.98,303,3.0,1,20.79207920792079,0.9900990099009901,0.0,0.0,20.79207920792079,0.0,40.5940594059406,0.0,0.0,0.0,0.0,0.0,0.0,16.83168316831683,0.0,0,0,0,0,0,0,0,0,0,0,1,4.961,8.068,1.38
173.31,303,3.0,1,20.58823529411764,6.666666666666667,0.0,0.0,20.58823529411764,0.0,29.01960784313726,0.0,0.0,0.0,0.0,0.0,0.0,23.13725490196078,0.0,0,0,0,0,0,0,0,0,0,0,1,4.974,8.088,1.58
175.18,303,3.0,1,20.38834951456311,13.00970873786408,0.0,0.0,20.38834951456311,0.0,16.89320388349514,0.0,0.0,0.0,0.0,0.0,0.0,29.32038834951457,0.0,0,0,0,0,0,0,0,0,0,0,1,4.989,8.126,1.67
177.06,303,3.0,1,20.19230769230769,17.30769230769231,0.0,0.0,20.19230769230769,0.0,4.134615384615384,0.0,0.0,0.0,0.0,0.0,0.0,38.17307692307693,0.0,0,0,0,0,0,0,0,0,0,0,1,5.005,8.16,1.68
171.98,303,3.0,2,20.79207920792079,0.9900990099009901,0.0,0.0,20.79207920792079,0.0,40.5940594059406,0.0,0.0,0.0,0.0,0.0,0.0,16.83168316831683,0.0,0,0,0,0,0,0,0,0,0,0,1,4.961,8.068,1.12
173.31,303,3.0,2,20.58823529411764,6.666666666666667,0.0,0.0,20.58823529411764,0.0,29.01960784313726,0.0,0.0,0.0,0.0,0.0,0.0,23.13725490196078,0.0,0,0,0,0,0,0,0,0,0,0,1,4.974,8.088,1.1
175.18,303,3.0,2,20.38834951456311,13.00970873786408,0.0,0.0,20.38834951456311,0.0,16.89320388349514,0.0,0.0,0.0,0.0,0.0,0.0,29.32038834951457,0.0,0,0,0,0,0,0,0,0,0,0,1,4.989,8.126,0.91
177.06,303,3.0,2,20.19230769230769,17.30769230769231,0.0,0.0,20.19230769230769,0.0,4.134615384615384,0.0,0.0,0.0,0.0,0.0,0.0,38.17307692307693,0.0,0,0,0,0,0,0,0,0,0,0,1,5.005,8.16,0.56
171.98,298,3.0,1,20.79207920792079,0.9900990099009901,0.0,0.0,20.79207920792079,0.0,40.5940594059406,0.0,0.0,0.0,0.0,0.0,0.0,16.83168316831683,0.0,0,0,0,0,0,0,0,0,0,0,1,4.961,8.068,1.37
177.06,298,3.0,1,20.19230769230769,17.30769230769231,0.0,0.0,20.19230769230769,0.0,4.134615384615384,0.0,0.0,0.0,0.0,0.0,0.0,38.17307692307693,0.0,0,0,0,0,0,0,0,0,0,0,1,5.005,8.16,1.72
171.98,298,3.0,2,20.79207920792079,0.9900990099009901,0.0,0.0,20.79207920792079,0.0,40.5940594059406,0.0,0.0,0.0,0.0,0.0,0.0,16.83168316831683,0.0,0,0,0,0,0,0,0,0,0,0,1,4.961,8.068,1.2
165.57,288,6.0,1,32.25806451612903,0.0,38.70967741935484,0.0,3.225806451612903,25.80645161290322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4.883,8.0181,1.78
165.57,288,6.0,5,32.25806451612903,0.0,38.70967741935484,0.0,3.225806451612903,25.80645161290322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4.883,8.0181,1.78
165.83,288,6.0,3,32.25806451612903,0.0,35.48387096774194,0.0,3.225806451612903,29.03225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4.8873,8.0196,1.81
166.16,288,6.0,3,32.25806451612903,0.0,32.25806451612903,0.0,3.225806451612903,32.25806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4.89,8.0235,1.83
166.55,288,6.0,3,32.25806451612903,0.0,29.03225806451613,0.0,3.225806451612903,35.48387096774194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4.8929,8.0329,1.85
166.93,288,6.0,3,32.25806451612903,0.0,25.80645161290322,0.0,3.225806451612903,38.70967741935484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4.8953,8.0437,1.74
165.02,288,7.0,4,33.87096774193549,0.0,32.25806451612903,0.0,1.612903225806452,32.25806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,4.8796,7.9985,1.76
166.16,288,6.0,3,32.25806451612903,0.0,32.25806451612903,0.0,3.225806451612903,32.25806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,4.891,8.0225,1.83
167.7,288,6.0,3,30.64516129032258,0.0,32.25806451612903,0.0,4.838709677419355,32.25806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,4.9006,8.0344,1.9
168.27,288,6.0,3,29.03225806451613,0.0,32.25806451612903,0.0,6.451612903225806,32.25806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,4.9119,8.0534,2.02
167.72,288,6.0,1,32.25806451612903,6.451612903225806,32.25806451612903,0.0,3.225806451612903,25.80645161290322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,4.9078,8.0402,2.04
165.68,288,6.0,1,32.25806451612903,0.0,32.25806451612903,0.0,3.225806451612903,25.80645161290322,6.451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,4.8837,8.0212,1.79
166.28,288,6.0,1,32.25806451612903,0.0,32.25806451612903,0.0,3.225806451612903,25.80645161290322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.451612903225806,0.0,0,0,0,1,0,0,0,0,0,0,0,4.8912,8.0259,1.86
166.8,288,6.0,1,32.25806451612903,0.0,32.25806451612903,0.0,3.225806451612903,25.80645161290322,0.0,0.0,6.451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,4.8971,8.0315,1.88
168.07,298,4.0,2,31.66666666666666,6.666666666666667,46.66666666666666,0.0,5.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.333333333333333,0,0,1,0,1,0,0,0,0,0,0,4.9119,8.0439,2.01
167.8,298,4.0,2,30.64516129032258,6.451612903225806,48.38709677419354,0.0,4.838709677419355,6.451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.225806451612903,0,0,1,0,1,0,0,0,0,0,0,4.9088,8.0412,1.97
167.74,298,4.0,2,29.68749999999999,6.25,50.0,0.0,4.687499999999999,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.125,0,0,1,0,1,0,0,0,0,0,0,4.9077,8.0414,1.96
175.3,298,5.0,2,38.0,29.0,8.0,0.0,3.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,4.992,8.13,3.19
177.8,298,5.0,2,38.0,27.0,8.0,0.0,5.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,5.016,8.161,3.06
179.6,298,5.0,2,38.0,25.0,8.0,0.0,7.000000000000001,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,5.035,8.18,2.92
181.4,298,5.0,2,38.0,23.0,8.0,0.0,9.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,5.052,8.195,2.73
