Element_at_pct_Ti,Element_at_pct_V,Element_at_pct_Mn,Element_at_pct_Zr,Element_at_pct_Cr,Element_at_pct_Fe,Element_at_pct_Nb,Element_at_pct_Cu,Element_at_pct_Al,Element_at_pct_Ni,Element_at_pct_Mo,Element_at_pct_Ce,Element_at_pct_Y,Predicted_Capacity_wt
29.2,24.0,9.4,7.3,2.1,15.6,3.1,4.2,2.1,0.0,3.1,0.0,0.0,2.712659790124781
30.4,21.6,10.8,5.9,6.9,14.7,2.0,1.0,2.0,1.0,3.9,0.0,0.0,2.7126304171125697
34.3,23.5,14.7,6.9,0.0,9.8,0.0,0.0,4.9,3.9,2.0,0.0,0.0,2.7126140039754056
28.2,28.2,6.8,9.7,6.8,13.6,1.9,1.9,1.9,0.0,1.0,0.0,0.0,2.7126121949666886
30.0,23.0,12.0,6.0,12.0,8.0,1.0,4.0,0.0,3.0,1.0,0.0,0.0,2.7126065172711993
35.0,22.3,11.7,4.9,0.0,10.7,4.9,4.9,0.0,1.0,4.9,0.0,0.0,2.712596995118804
29.2,24.0,9.4,5.2,9.4,8.3,4.2,3.1,1.0,2.1,4.2,0.0,0.0,2.7125805949959965
32.3,23.2,10.1,9.1,3.0,14.1,3.0,0.0,1.0,0.0,4.0,0.0,0.0,2.7125575937079383
36.6,21.8,7.9,9.9,8.9,9.9,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2.712551763615135
32.4,23.8,10.5,5.7,7.6,9.5,1.0,2.9,0.0,4.8,1.9,0.0,0.0,2.7125452660627607
34.0,23.0,12.0,7.0,9.0,8.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,2.71250696037344
29.8,23.1,9.6,5.8,2.9,14.4,4.8,1.0,4.8,1.0,2.9,0.0,0.0,2.7124957208774356
32.7,26.9,6.7,10.6,0.0,10.6,2.9,1.9,1.9,3.8,1.9,0.0,0.0,2.7124925359894827
35.6,23.8,6.9,3.0,9.9,13.9,2.0,0.0,5.0,0.0,0.0,0.0,0.0,2.7124901815335676
30.8,23.1,10.6,7.7,10.6,9.6,3.8,0.0,1.9,1.9,0.0,0.0,0.0,2.7124606338649517
31.6,22.4,8.2,7.1,7.1,13.3,3.1,0.0,2.0,3.1,2.0,0.0,0.0,2.71244533595059
32.4,21.9,13.3,7.6,8.6,9.5,0.0,4.8,1.0,1.0,0.0,0.0,0.0,2.7123737068991156
35.0,22.0,13.0,7.0,2.0,14.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,2.7123505030492905
28.6,24.8,6.7,4.8,13.3,11.4,3.8,1.9,1.0,1.0,2.9,0.0,0.0,2.712327457570918
29.5,23.2,13.7,3.2,5.3,10.5,4.2,3.2,0.0,3.2,4.2,0.0,0.0,2.7123257846157687
28.2,25.2,6.8,6.8,10.7,13.6,1.0,1.9,0.0,1.9,3.9,0.0,0.0,2.712313748011708
31.3,21.2,9.1,6.1,8.1,14.1,1.0,1.0,2.0,4.0,2.0,0.0,0.0,2.712287795074241
28.8,25.0,6.7,5.8,3.8,15.4,1.0,1.9,3.8,2.9,4.8,0.0,0.0,2.7122650387102096
34.3,23.5,10.8,5.9,0.0,13.7,2.0,2.0,2.9,4.9,0.0,0.0,0.0,2.7122406548055795
34.0,22.0,12.0,7.0,11.0,8.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.712203783957165
31.4,23.8,12.4,4.8,7.6,13.3,1.9,1.0,1.9,1.9,0.0,0.0,0.0,2.7122023621897404
33.7,22.1,10.5,7.4,2.1,12.6,3.2,2.1,1.1,1.1,4.2,0.0,0.0,2.7122003081067816
33.0,21.4,8.7,6.8,7.8,8.7,4.9,4.9,2.9,1.0,0.0,0.0,0.0,2.712198979380043
32.7,21.2,8.7,6.7,5.8,9.6,3.8,4.8,2.9,1.9,1.9,0.0,0.0,2.712198979380043
32.3,22.9,8.3,4.2,5.2,15.6,3.1,1.0,0.0,3.1,4.2,0.0,0.0,2.712179695590621
35.0,22.0,11.0,12.0,4.0,11.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.712176228299493
36.0,22.0,13.0,5.0,3.0,10.0,5.0,2.0,0.0,2.0,2.0,0.0,0.0,2.7121573567751036
30.5,21.9,9.5,4.8,12.4,9.5,2.9,3.8,0.0,1.0,3.8,0.0,0.0,2.712151765753943
36.4,21.2,11.1,6.1,0.0,9.1,4.0,4.0,2.0,3.0,3.0,0.0,0.0,2.7121342481009107
36.0,22.0,13.0,6.0,0.0,10.0,1.0,4.0,2.0,5.0,1.0,0.0,0.0,2.7121342481009107
35.6,22.8,6.9,3.0,9.9,15.8,0.0,0.0,3.0,1.0,2.0,0.0,0.0,2.712125243052558
34.0,22.3,10.7,9.7,1.0,13.6,3.9,0.0,3.9,1.0,0.0,0.0,0.0,2.712084860834242
34.7,23.8,9.9,5.0,8.9,9.9,4.0,1.0,0.0,3.0,0.0,0.0,0.0,2.712074728961899
28.0,25.0,7.0,5.0,4.0,16.0,4.0,1.0,5.0,0.0,5.0,0.0,0.0,2.712062735165383
32.4,23.5,7.8,5.9,11.8,11.8,0.0,2.0,2.0,2.9,0.0,0.0,0.0,2.712014430658261
29.8,22.1,7.7,4.8,12.5,8.7,2.9,4.8,1.0,1.9,3.8,0.0,0.0,2.7119336567123815
33.7,24.8,6.9,11.9,0.0,9.9,5.0,1.0,2.0,5.0,0.0,0.0,0.0,2.711922064924439
29.3,21.2,9.1,3.0,11.1,15.2,0.0,3.0,3.0,4.0,1.0,0.0,0.0,2.711919511720713
32.4,21.6,8.8,5.9,1.0,14.7,0.0,3.9,4.9,3.9,2.9,0.0,0.0,2.7119004047099255
30.5,22.9,11.4,7.6,8.6,14.3,1.0,0.0,1.9,1.0,1.0,0.0,0.0,2.7118898512966645
30.5,21.9,12.4,6.7,6.7,14.3,2.9,0.0,1.9,1.9,1.0,0.0,0.0,2.7118898512966645
32.4,21.6,7.8,5.9,8.8,9.8,2.0,2.0,4.9,2.9,2.0,0.0,0.0,2.711879734423127
35.6,23.8,7.9,5.0,7.9,11.9,4.0,1.0,1.0,1.0,1.0,0.0,0.0,2.711879463619469
36.9,22.3,6.8,3.9,6.8,14.6,2.9,0.0,1.0,4.9,0.0,0.0,0.0,2.7118689860693856
29.3,25.3,7.1,8.1,9.1,10.1,2.0,1.0,4.0,1.0,3.0,0.0,0.0,2.7118666327015744
28.0,26.0,7.0,8.0,10.0,10.0,2.0,2.0,4.0,1.0,2.0,0.0,0.0,2.7118666327015744
30.7,22.8,13.9,5.9,3.0,11.9,2.0,5.0,1.0,4.0,0.0,0.0,0.0,2.7118596201701397
28.0,23.0,13.0,3.0,5.0,11.0,4.0,3.0,0.0,5.0,5.0,0.0,0.0,2.711824749827374
28.7,22.8,14.9,3.0,7.9,11.9,5.0,2.0,0.0,4.0,0.0,0.0,0.0,2.711824749827374
33.0,23.3,9.7,5.8,6.8,14.6,0.0,0.0,2.9,3.9,0.0,0.0,0.0,2.7118104764663085
34.3,22.5,11.8,5.9,0.0,12.7,2.9,1.0,1.0,3.9,3.9,0.0,0.0,2.711796934120795
34.7,23.8,8.9,5.0,9.9,9.9,2.0,1.0,1.0,4.0,0.0,0.0,0.0,2.7117968358062647
33.7,24.2,6.3,11.6,0.0,14.7,2.1,1.1,0.0,4.2,2.1,0.0,0.0,2.711790888173214
33.3,23.8,13.3,6.7,3.8,12.4,1.0,0.0,2.9,1.0,1.9,0.0,0.0,2.7117859185040056
33.7,23.2,14.7,6.3,0.0,13.7,4.2,2.1,2.1,0.0,0.0,0.0,0.0,2.7117770646925083
32.4,22.5,7.8,5.9,4.9,14.7,2.9,2.9,1.0,2.9,2.0,0.0,0.0,2.711756374452912
35.7,23.5,8.2,5.1,5.1,10.2,0.0,3.1,3.1,2.0,4.1,0.0,0.0,2.711739449444811
36.5,21.2,8.7,6.7,3.8,15.4,2.9,4.8,0.0,0.0,0.0,0.0,0.0,2.7117355015115168
30.3,23.2,9.1,8.1,5.1,13.1,0.0,0.0,4.0,3.0,4.0,0.0,0.0,2.711676831324432
33.3,24.0,10.4,8.3,0.0,13.5,3.1,2.1,2.1,3.1,0.0,0.0,0.0,2.711649889802305
28.0,22.0,9.0,3.0,10.0,12.0,3.0,3.0,4.0,3.0,3.0,0.0,0.0,2.7115991510061432
29.8,24.0,7.7,10.6,0.0,14.4,1.0,3.8,4.8,3.8,0.0,0.0,0.0,2.7115974463830663
34.3,21.9,10.5,4.8,0.0,15.2,1.0,4.8,2.9,0.0,4.8,0.0,0.0,2.711595866625508
28.8,21.2,10.6,5.8,13.5,13.5,0.0,0.0,2.9,1.0,2.9,0.0,0.0,2.711591670384277
31.2,24.0,7.3,5.2,11.5,15.6,1.0,4.2,0.0,0.0,0.0,0.0,0.0,2.711562522528115
29.8,22.1,11.5,5.8,8.7,10.6,0.0,4.8,1.9,2.9,1.9,0.0,0.0,2.7115468938072014
30.6,22.4,8.2,5.1,7.1,12.2,2.0,4.1,4.1,1.0,3.1,0.0,0.0,2.711486234114309
32.4,23.8,9.5,5.7,7.6,11.4,1.0,1.9,1.9,3.8,1.0,0.0,0.0,2.711485642598763
36.4,23.2,8.1,9.1,3.0,13.1,1.0,0.0,4.0,0.0,2.0,0.0,0.0,2.7114699965218185
36.2,22.9,13.3,7.6,1.9,8.6,0.0,3.8,1.9,2.9,1.0,0.0,0.0,2.7114647727135486
34.3,22.5,8.8,4.9,0.0,15.7,2.0,3.9,2.0,2.0,3.9,0.0,0.0,2.711435593031944
28.8,30.8,6.7,11.5,1.0,15.4,1.0,1.0,1.0,2.9,0.0,0.0,0.0,2.711426628322201
36.3,23.5,7.8,4.9,1.0,13.7,0.0,2.0,4.9,2.0,3.9,0.0,0.0,2.7114163168123904
33.3,22.9,13.5,6.2,4.2,8.3,4.2,3.1,0.0,3.1,1.0,0.0,0.0,2.7113980297994056
33.0,23.0,10.0,6.0,2.0,12.0,3.0,1.0,0.0,5.0,5.0,0.0,0.0,2.7113980297994056
33.3,21.9,11.5,6.2,9.4,9.4,0.0,2.1,0.0,4.2,2.1,0.0,0.0,2.7113980297994056
35.2,22.9,13.3,4.8,7.6,9.5,1.0,2.9,0.0,0.0,2.9,0.0,0.0,2.7113773643364065
36.2,21.9,11.4,4.8,10.5,11.4,0.0,1.0,0.0,0.0,2.9,0.0,0.0,2.7113773643364065
28.7,25.7,6.9,7.9,6.9,13.9,5.0,1.0,0.0,1.0,3.0,0.0,0.0,2.7113691173970884
35.6,22.1,11.5,4.8,8.7,9.6,1.9,2.9,1.0,1.9,0.0,0.0,0.0,2.711350675559971
33.7,21.8,10.9,5.0,2.0,14.9,1.0,3.0,4.0,2.0,2.0,0.0,0.0,2.7113226919537556
32.7,22.8,7.9,7.9,4.0,8.9,4.0,4.0,4.0,1.0,3.0,0.0,0.0,2.7113078360971863
32.4,22.9,10.5,6.7,8.6,9.5,3.8,3.8,1.0,0.0,1.0,0.0,0.0,2.711273881093328
34.3,22.2,14.1,5.1,2.0,10.1,0.0,3.0,1.0,4.0,4.0,0.0,0.0,2.7112680477467666
34.7,22.1,9.5,5.3,7.4,8.4,2.1,2.1,1.1,3.2,4.2,0.0,0.0,2.7112680477467666
29.3,23.2,11.1,3.0,12.1,9.1,1.0,2.0,2.0,4.0,3.0,0.0,0.0,2.7112661611517708
30.4,22.5,10.8,7.8,4.9,13.7,3.9,3.9,1.0,1.0,0.0,0.0,0.0,2.7112642796395496
32.7,23.8,11.9,5.0,5.9,11.9,5.0,0.0,4.0,0.0,0.0,0.0,0.0,2.711259005587222
36.3,21.6,7.8,5.9,0.0,15.7,1.0,4.9,3.9,2.0,1.0,0.0,0.0,2.7112545412678277
28.6,22.9,14.3,3.8,4.8,12.4,3.8,4.8,1.0,1.9,1.9,0.0,0.0,2.7112511768017806
35.9,21.4,13.6,4.9,5.8,14.6,0.0,2.9,0.0,0.0,1.0,0.0,0.0,2.7112190045323104
34.6,21.2,9.6,5.8,0.0,11.5,4.8,3.8,4.8,2.9,1.0,0.0,0.0,2.7112139079634123
36.5,22.9,12.5,5.2,5.2,8.3,1.0,1.0,3.1,2.1,2.1,0.0,0.0,2.7112106613853126
30.4,22.5,11.8,4.9,2.0,14.7,1.0,4.9,2.9,0.0,4.9,0.0,0.0,2.71121042137472
33.0,22.0,13.0,5.0,6.0,11.0,2.0,0.0,2.0,1.0,5.0,0.0,0.0,2.7111700604696165
36.0,23.0,6.0,3.0,10.0,10.0,3.0,4.0,2.0,3.0,0.0,0.0,0.0,2.7111464715804754
33.3,22.9,14.3,7.6,1.0,13.3,0.0,4.8,2.9,0.0,0.0,0.0,0.0,2.7111383761651937
29.5,22.1,12.6,3.2,9.5,15.8,2.1,1.1,0.0,3.2,1.1,0.0,0.0,2.7111349844005455
29.0,22.0,9.0,3.0,1.0,15.0,5.0,4.0,4.0,3.0,5.0,0.0,0.0,2.7111347606572798
32.7,21.8,14.9,6.9,3.0,12.9,3.0,0.0,4.0,0.0,1.0,0.0,0.0,2.711118416573888
33.7,21.8,10.9,7.9,3.0,12.9,5.0,2.0,2.0,0.0,1.0,0.0,0.0,2.711107589305146
29.7,23.8,12.9,5.0,5.9,8.9,5.0,5.0,0.0,0.0,4.0,0.0,0.0,2.711051939948155
32.4,21.6,14.7,4.9,5.9,10.8,3.9,1.0,2.0,2.0,1.0,0.0,0.0,2.7110308910815064
31.4,22.5,14.7,5.9,0.0,13.7,2.9,2.9,1.0,1.0,3.9,0.0,0.0,2.7109911379094047
35.3,23.5,7.8,4.9,10.8,11.8,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.710983002397088
36.3,22.5,8.8,4.9,4.9,11.8,2.9,1.0,2.0,2.0,2.9,0.0,0.0,2.710983002397088
35.6,23.1,8.7,4.8,9.6,8.7,4.8,1.0,2.9,0.0,1.0,0.0,0.0,2.7109594570061137
29.0,27.0,7.0,12.0,6.0,11.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,2.7109577052538056
34.3,23.5,10.8,4.9,5.9,8.8,0.0,2.0,2.0,3.9,3.9,0.0,0.0,2.710955321383828
32.4,23.5,7.8,6.9,7.8,13.7,1.0,2.9,1.0,0.0,2.9,0.0,0.0,2.710951824051912
33.3,21.9,13.5,4.2,6.2,10.4,2.1,3.1,1.0,3.1,1.0,0.0,0.0,2.7109475743819313
30.9,23.7,8.2,7.2,10.3,12.4,0.0,0.0,3.1,4.1,0.0,0.0,0.0,2.7109208846305126
30.1,22.3,8.7,4.9,5.8,15.5,2.9,3.9,3.9,1.0,1.0,0.0,0.0,2.710915451546022
33.3,22.2,12.1,6.1,1.0,13.1,1.0,3.0,2.0,4.0,2.0,0.0,0.0,2.710906416985844
36.9,22.3,7.8,7.8,3.9,11.7,1.9,2.9,2.9,1.0,1.0,0.0,0.0,2.7109048025452833
34.7,22.8,9.9,7.9,1.0,14.9,2.0,3.0,1.0,1.0,2.0,0.0,0.0,2.7108608361068405
32.7,21.8,7.9,5.0,4.0,14.9,3.0,3.0,3.0,0.0,5.0,0.0,0.0,2.710850555329515
30.7,21.8,7.9,5.0,10.9,9.9,5.0,4.0,1.0,0.0,4.0,0.0,0.0,2.710833830906594
30.4,22.5,12.7,5.9,4.9,13.7,0.0,2.9,0.0,2.9,3.9,0.0,0.0,2.7108158211562587
32.7,22.8,9.9,5.9,0.0,14.9,1.0,5.0,5.0,0.0,3.0,0.0,0.0,2.7108103554621024
31.1,23.3,14.6,4.9,2.9,9.7,1.9,0.0,4.9,3.9,2.9,0.0,0.0,2.7108080197196327
31.6,22.4,12.2,5.1,6.1,11.2,3.1,0.0,4.1,3.1,1.0,0.0,0.0,2.7108080197196327
32.7,21.2,9.6,6.7,3.8,11.5,3.8,3.8,3.8,1.9,1.0,0.0,0.0,2.710779048037688
33.0,22.3,10.7,6.8,3.9,11.7,1.9,3.9,4.9,1.0,0.0,0.0,0.0,2.710779048037688
32.0,23.0,14.0,10.0,4.0,11.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,2.7107578735627005
28.0,24.0,9.0,12.0,3.0,14.0,4.0,0.0,3.0,1.0,2.0,0.0,0.0,2.710714337304066
31.7,24.0,7.7,11.5,0.0,10.6,1.0,1.0,4.8,2.9,4.8,0.0,0.0,2.7106746744364094
32.7,22.1,12.5,6.7,3.8,15.4,0.0,3.8,1.0,1.9,0.0,0.0,0.0,2.7106556880674733
33.3,21.9,12.4,5.7,4.8,11.4,1.0,1.0,1.0,2.9,4.8,0.0,0.0,2.710651132698346
33.3,22.9,11.5,4.2,9.4,8.3,3.1,2.1,2.1,3.1,0.0,0.0,0.0,2.710634848018993
31.4,21.9,13.3,5.7,5.7,9.5,2.9,1.0,0.0,3.8,4.8,0.0,0.0,2.710627902120593
35.2,21.9,10.5,7.6,4.8,13.3,3.8,1.0,0.0,0.0,1.9,0.0,0.0,2.710616757676137
28.6,24.8,7.6,6.7,4.8,12.4,0.0,3.8,3.8,2.9,4.8,0.0,0.0,2.7105861748742512
35.2,21.9,14.3,7.6,4.8,8.6,1.9,3.8,1.0,0.0,1.0,0.0,0.0,2.710558392040982
32.3,22.2,12.1,8.1,3.0,13.1,4.0,1.0,0.0,0.0,4.0,0.0,0.0,2.7105499154465376
32.0,22.0,12.0,5.0,9.0,13.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,2.7105367425259606
28.0,22.0,15.0,4.0,12.0,14.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.7105264233704855
32.4,22.5,13.7,7.8,3.9,14.7,1.0,0.0,0.0,2.9,1.0,0.0,0.0,2.7105069913074025
35.4,23.2,14.1,5.1,3.0,10.1,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.71045421433759
30.8,22.1,7.7,4.8,12.5,10.6,2.9,4.8,3.8,0.0,0.0,0.0,0.0,2.7103864083085214
30.7,23.8,12.9,5.9,4.0,12.9,2.0,3.0,2.0,3.0,0.0,0.0,0.0,2.710376215339197
29.5,25.7,7.6,6.7,4.8,11.4,1.0,3.8,1.9,2.9,4.8,0.0,0.0,2.710347023063053
34.3,23.8,8.6,8.6,2.9,9.5,1.0,4.8,2.9,1.9,1.9,0.0,0.0,2.710342507950298
31.7,21.8,10.9,5.9,5.0,8.9,4.0,2.0,3.0,5.0,2.0,0.0,0.0,2.710324725704318
36.5,22.1,11.5,4.8,4.8,10.6,0.0,1.9,4.8,1.9,1.0,0.0,0.0,2.7103195181024557
28.0,24.0,10.0,7.0,2.0,13.0,5.0,4.0,1.0,3.0,3.0,0.0,0.0,2.7102846653206125
33.3,22.2,9.1,7.1,5.1,10.1,4.0,2.0,1.0,2.0,4.0,0.0,0.0,2.7102572561032874
34.0,21.4,7.8,6.8,9.7,9.7,0.0,3.9,3.9,2.9,0.0,0.0,0.0,2.710244568130976
30.5,21.9,10.5,5.7,4.8,12.4,1.9,1.9,4.8,3.8,1.9,0.0,0.0,2.7102415191040627
33.0,21.6,12.4,6.2,2.1,14.4,2.1,1.0,0.0,3.1,4.1,0.0,0.0,2.7102072295841824
33.3,23.5,10.8,5.9,2.9,10.8,2.0,2.0,3.9,3.9,1.0,0.0,0.0,2.7102037101002736
32.6,22.1,9.5,6.3,6.3,9.5,3.2,3.2,3.2,3.2,1.1,0.0,0.0,2.7102037101002736
36.9,21.4,11.7,4.9,1.0,8.7,3.9,1.9,4.9,1.0,3.9,0.0,0.0,2.7101934708666984
32.0,24.0,7.0,4.0,0.0,16.0,2.0,5.0,4.0,4.0,2.0,0.0,0.0,2.7101844251455516
34.4,22.9,12.5,8.3,5.2,9.4,0.0,4.2,0.0,2.1,1.0,0.0,0.0,2.710176680421148
30.7,21.8,12.9,6.9,7.9,8.9,2.0,0.0,0.0,5.0,4.0,0.0,0.0,2.7101678241447744
29.7,21.8,10.9,7.9,7.9,12.9,1.0,5.0,1.0,0.0,2.0,0.0,0.0,2.710164453833762
32.6,23.2,14.7,5.3,9.5,8.4,3.2,2.1,0.0,0.0,1.1,0.0,0.0,2.710163285843452
33.3,22.9,9.4,4.2,6.2,13.5,2.1,0.0,4.2,3.1,1.0,0.0,0.0,2.710136012728338
28.9,27.8,7.2,10.3,6.2,11.3,2.1,3.1,1.0,2.1,0.0,0.0,0.0,2.7101223881045455
32.4,23.8,10.5,4.8,6.7,11.4,4.8,1.0,3.8,0.0,1.0,0.0,0.0,2.7101162024076753
34.0,21.6,10.3,10.3,4.1,10.3,4.1,0.0,4.1,0.0,1.0,0.0,0.0,2.710098458610128
34.6,21.2,10.6,7.7,3.8,13.5,1.0,1.0,3.8,2.9,0.0,0.0,0.0,2.7100963012759176
33.3,21.9,14.3,6.7,4.8,12.4,1.0,2.9,1.0,1.9,0.0,0.0,0.0,2.710055792167756
34.7,21.8,6.9,4.0,11.9,11.9,1.0,5.0,0.0,2.0,1.0,0.0,0.0,2.710024605575443
31.7,21.8,13.9,7.9,2.0,15.8,1.0,5.0,0.0,1.0,0.0,0.0,0.0,2.7100124398427843
32.7,22.1,14.4,7.7,1.9,12.5,1.0,0.0,1.0,4.8,1.9,0.0,0.0,2.7100023346037303
32.7,21.4,13.3,7.1,5.1,13.3,1.0,0.0,1.0,3.1,2.0,0.0,0.0,2.7100023346037303
28.2,24.3,6.8,8.7,9.7,10.7,4.9,0.0,2.9,3.9,0.0,0.0,0.0,2.709988081307317
34.7,21.8,11.9,6.9,1.0,13.9,4.0,1.0,2.0,2.0,1.0,0.0,0.0,2.7099643748844593
33.7,22.1,11.5,5.8,1.0,8.7,4.8,1.0,1.9,4.8,4.8,0.0,0.0,2.709962097874468
29.6,21.4,10.2,5.1,8.2,13.3,3.1,2.0,2.0,2.0,3.1,0.0,0.0,2.7099214638219404
32.0,23.0,9.0,9.0,10.0,9.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,2.709917937056847
33.0,23.0,11.0,5.0,7.0,10.0,4.0,1.0,2.0,1.0,3.0,0.0,0.0,2.7098836548181513
29.9,22.7,10.3,7.2,5.2,13.4,1.0,4.1,2.1,0.0,4.1,0.0,0.0,2.7098517274708236
28.0,26.0,6.0,7.0,3.0,12.0,3.0,4.0,2.0,5.0,4.0,0.0,0.0,2.709845988274658
28.0,26.0,7.0,7.0,6.0,11.0,5.0,4.0,2.0,4.0,0.0,0.0,0.0,2.709845988274658
28.4,24.5,6.9,6.9,10.8,11.8,2.0,2.9,0.0,1.0,4.9,0.0,0.0,2.7098449306082424
32.0,24.0,10.0,11.0,0.0,11.0,1.0,1.0,1.0,5.0,4.0,0.0,0.0,2.709842377985035
36.2,23.8,9.5,6.7,1.0,8.6,3.8,4.8,1.0,3.8,1.0,0.0,0.0,2.7098404095359645
28.4,27.5,6.9,9.8,6.9,11.8,2.9,2.0,1.0,0.0,2.9,0.0,0.0,2.7098360862792252
32.4,23.8,14.3,3.8,0.0,10.5,3.8,1.9,3.8,3.8,1.9,0.0,0.0,2.709819871349856
29.5,27.6,7.6,10.5,8.6,10.5,1.0,1.0,1.9,1.0,1.0,0.0,0.0,2.709809661741607
32.7,22.8,8.9,7.9,5.0,12.9,5.0,1.0,1.0,0.0,3.0,0.0,0.0,2.709804587788557
31.7,22.8,13.9,6.9,4.0,11.9,0.0,5.0,3.0,0.0,1.0,0.0,0.0,2.7098002378359447
31.4,23.8,8.6,5.7,1.0,13.3,4.8,1.9,2.9,4.8,1.9,0.0,0.0,2.7097892275152353
33.3,22.9,13.3,4.8,6.7,8.6,1.0,2.9,4.8,1.9,0.0,0.0,0.0,2.7097489585830172
32.7,23.8,12.9,5.0,5.0,9.9,2.0,1.0,4.0,1.0,3.0,0.0,0.0,2.7097489585830172
36.8,23.2,9.5,7.4,5.3,11.6,3.2,2.1,1.1,0.0,0.0,0.0,0.0,2.7097360362217464
34.7,22.8,7.9,10.9,2.0,8.9,5.0,5.0,0.0,1.0,2.0,0.0,0.0,2.7097107430788747
33.0,22.0,9.0,7.0,9.0,16.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.709686473535
36.1,22.7,10.3,5.2,3.1,9.3,4.1,3.1,2.1,0.0,4.1,0.0,0.0,2.7096742218988927
33.7,21.1,10.5,5.3,9.5,13.7,0.0,1.1,0.0,3.2,2.1,0.0,0.0,2.7096427922325788
30.2,22.9,14.6,7.3,2.1,12.5,3.1,0.0,2.1,4.2,1.0,0.0,0.0,2.7096356495232916
36.2,22.9,8.6,9.5,6.7,8.6,1.0,0.0,1.9,0.0,4.8,0.0,0.0,2.7096302786562094
36.9,22.3,14.6,4.9,1.0,14.6,0.0,1.0,3.9,1.0,0.0,0.0,0.0,2.709622688298411
29.7,22.8,6.9,3.0,10.9,15.8,4.0,0.0,2.0,4.0,1.0,0.0,0.0,2.7096152191424756
31.7,22.1,12.5,7.7,6.7,8.7,2.9,0.0,2.9,3.8,1.0,0.0,0.0,2.7095841598884127
34.0,23.3,12.6,7.8,1.0,10.7,0.0,2.9,3.9,1.9,1.9,0.0,0.0,2.70957180871304
30.0,23.0,9.0,5.0,10.0,14.0,0.0,1.0,2.0,1.0,5.0,0.0,0.0,2.7095521451891846
31.3,22.2,11.1,5.1,7.1,14.1,0.0,3.0,3.0,0.0,3.0,0.0,0.0,2.7095516395912043
35.6,23.8,10.9,5.0,2.0,11.9,2.0,3.0,4.0,0.0,2.0,0.0,0.0,2.7095395256637587
28.6,23.8,10.5,3.8,7.6,12.4,1.9,3.8,4.8,1.9,1.0,0.0,0.0,2.7095261995164712
32.4,22.5,11.8,5.9,0.0,12.7,3.9,1.0,4.9,0.0,4.9,0.0,0.0,2.7094978525183486
32.7,23.5,9.2,7.1,9.2,9.2,3.1,1.0,1.0,0.0,4.1,0.0,0.0,2.7094772636645903
36.3,23.5,8.8,6.9,3.9,8.8,2.9,2.9,0.0,1.0,4.9,0.0,0.0,2.7094567207708664
29.7,23.8,7.9,6.9,8.9,10.9,2.0,5.0,0.0,1.0,4.0,0.0,0.0,2.7094511297497057
31.0,22.0,14.0,6.0,2.0,9.0,4.0,2.0,4.0,5.0,1.0,0.0,0.0,2.709433582421461
32.7,21.2,14.4,4.8,4.8,14.4,1.9,1.0,3.8,0.0,1.0,0.0,0.0,2.70943062398716
31.4,22.5,13.7,4.9,6.9,10.8,2.0,2.0,1.0,1.0,3.9,0.0,0.0,2.709426253502277
34.0,22.0,6.0,3.0,2.0,16.0,3.0,4.0,0.0,5.0,5.0,0.0,0.0,2.7094009984223133
31.4,22.9,10.5,4.8,11.4,9.5,2.9,2.9,0.0,0.0,3.8,0.0,0.0,2.7093931581646395
36.2,21.9,11.4,6.7,1.0,12.4,0.0,2.9,1.0,2.9,3.8,0.0,0.0,2.709392278235832
33.7,22.4,13.3,11.2,2.0,14.3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.7093779638660065
34.6,23.1,7.7,7.7,3.8,8.7,4.8,2.9,0.0,4.8,1.9,0.0,0.0,2.709374092957662
34.3,21.6,11.8,8.8,2.0,12.7,2.0,2.0,2.9,2.0,0.0,0.0,0.0,2.7093655885906673
32.7,23.8,9.9,6.9,5.9,14.9,2.0,0.0,0.0,4.0,0.0,0.0,0.0,2.7093597550440474
32.7,21.2,12.5,6.7,7.7,14.4,0.0,0.0,0.0,2.9,1.9,0.0,0.0,2.7093597550440474
28.8,27.9,6.7,10.6,1.9,14.4,3.8,1.0,3.8,0.0,1.0,0.0,0.0,2.709356630910616
28.7,21.8,13.9,3.0,9.9,9.9,1.0,2.0,5.0,3.0,2.0,0.0,0.0,2.709352875441005
28.0,23.0,12.0,3.0,9.0,10.0,1.0,2.0,4.0,4.0,4.0,0.0,0.0,2.709352875441005
33.0,22.0,13.0,5.0,5.0,9.0,5.0,5.0,0.0,3.0,0.0,0.0,0.0,2.7092889724084936
33.0,21.6,12.4,5.2,3.1,9.3,4.1,4.1,0.0,3.1,4.1,0.0,0.0,2.7092889724084936
