Element_at_pct_Ti,Element_at_pct_V,Element_at_pct_Cr,Element_at_pct_Fe,Element_at_pct_Mn,Element_at_pct_Zr,Element_at_pct_Al,Element_at_pct_Ni,Predicted_Capacity_wt
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
35.4,34.3,10.1,13.1,7.1,0.0,0.0,0.0,3.3947022
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
38.4,34.3,10.1,13.1,4.0,0.0,0.0,0.0,3.393292
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
36.5,35.4,10.4,13.5,4.2,0.0,0.0,0.0,3.3904912
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
41.9,32.4,9.5,6.7,9.5,0.0,0.0,0.0,3.3903747
